idFonema;IPA;ASCII;Tipo;Subtipo;EsVocal;EsDiptongo;EsHiato;EsConsonante;Lenguas;Descripcion
283;̥̚;NO_REL_DEVOIC;SUPRASEG;sin-liberacion-ensordecido;0;0;0;0;UNIV;oclusiva sin liberación y ensordecida
284;̬̚;NO_REL_VOIC;SUPRASEG;sin-liberacion-sonorizado;0;0;0;0;UNIV;oclusiva sin liberación y sonorizada

285;̤̞;BREATHY_LOW;SUPRASEG;voz-soplada-baja;0;0;0;0;UNIV;voz soplada con descenso
286;̰̝;CREAKY_HIGH;SUPRASEG;voz-creaky-alta;0;0;0;0;UNIV;voz creaky con elevación

287;̟̩;ADV_SYLL;SUPRASEG;avance-silabico;0;0;0;0;UNIV;avance articulatorio silábico
288;̠̩;RET_SYLL;SUPRASEG;retroceso-silabico;0;0;0;0;UNIV;retroceso articulatorio silábico
289;̞̩;LOW_SYLL;SUPRASEG;descenso-silabico;0;0;0;0;UNIV;descenso articulatorio silábico

300;/ʈ/;T_RETRO;CONSONANTE;oclusiva-retroflexa-sorda;0;0;0;1;UNIV;oclusiva retroflexa sorda
301;/ɖ/;D_RETRO;CONSONANTE;oclusiva-retroflexa-sonora;0;0;0;1;UNIV;oclusiva retroflexa sonora
302;/ɳ/;N_RETRO;CONSONANTE;nasal-retroflexa;0;0;0;1;UNIV;nasal retroflexa
303;/ɽ/;R_RETRO_TAP;CONSONANTE;vibrante-retroflexa;0;0;0;1;UNIV;vibrante retroflexa
304;/ɭ/;L_RETRO;CONSONANTE;lateral-retroflexa;0;0;0;1;UNIV;lateral retroflexa

305;/ħ/;PHAR_S;CONSONANTE;fricativa-faringea-sorda;0;0;0;1;AR;fricativa faríngea sorda
306;/ʕ/;PHAR_V;CONSONANTE;fricativa-faringea-sonora;0;0;0;1;AR;fricativa faríngea sonora
307;/ʜ/;EPIGLOT_S;CONSONANTE;fricativa-epiglotal-sorda;0;0;0;1;UNIV;fricativa epiglotal sorda
308;/ʢ/;EPIGLOT_V;CONSONANTE;fricativa-epiglotal-sonora;0;0;0;1;UNIV;fricativa epiglotal sonora
309;/ʡ/;EPIGLOT_STOP;CONSONANTE;oclusiva-epiglotal;0;0;0;1;UNIV;oclusiva epiglotal

310;/q/;Q;CONSONANTE;oclusiva-uvular-sorda;0;0;0;1;UNIV;oclusiva uvular sorda
311;/ɢ/;G_UV;CONSONANTE;oclusiva-uvular-sonora;0;0;0;1;UNIV;oclusiva uvular sonora
312;/χ/;CHI;CONSONANTE;fricativa-uvular-sorda;0;0;0;1;UNIV;fricativa uvular sorda
313;/ʀ/;R_UV_TRILL;CONSONANTE;vibrante-uvular;0;0;0;1;UNIV;vibrante uvular

314;/ɓ/;B_IMPL;CONSONANTE;implosiva-bilabial;0;0;0;1;UNIV;implosiva bilabial
315;/ɗ/;D_IMPL;CONSONANTE;implosiva-dental;0;0;0;1;UNIV;implosiva dental
316;/ʄ/;J_IMPL;CONSONANTE;implosiva-palatal;0;0;0;1;UNIV;implosiva palatal
317;/ɠ/;G_IMPL;CONSONANTE;implosiva-velar;0;0;0;1;UNIV;implosiva velar
318;/ʛ/;G_UV_IMPL;CONSONANTE;implosiva-uvular;0;0;0;1;UNIV;implosiva uvular

319;/pʼ/;P_EJ;CONSONANTE;ejectiva-bilabial;0;0;0;1;UNIV;ejectiva bilabial
320;/tʼ/;T_EJ;CONSONANTE;ejectiva-dental;0;0;0;1;UNIV;ejectiva dental
321;/kʼ/;K_EJ;CONSONANTE;ejectiva-velar;0;0;0;1;UNIV;ejectiva velar
322;/qʼ/;Q_EJ;CONSONANTE;ejectiva-uvular;0;0;0;1;UNIV;ejectiva uvular
323;/tsʼ/;TS_EJ;CONSONANTE;africada-ejectiva;0;0;0;1;UNIV;africada ejectiva
324;/tʃʼ/;TCH_EJ;CONSONANTE;africada-postalveolar-ejectiva;0;0;0;1;UNIV;africada postalveolar ejectiva

325;/k͡p/;KP;CONSONANTE;oclusiva-coarticulada-labial-velar;0;0;0;1;UNIV;oclusiva labial-velar coarticulada
326;/g͡b/;GB;CONSONANTE;oclusiva-coarticulada-labial-velar-sonora;0;0;0;1;UNIV;oclusiva labial-velar sonora
327;/ŋ͡m/;NGM;CONSONANTE;nasal-coarticulada;0;0;0;1;UNIV;nasal coarticulada

328;/tʲ/;T_PAL;CONSONANTE;palatalizada;0;0;0;1;UNIV;consonante palatalizada
329;/dʲ/;D_PAL;CONSONANTE;palatalizada;0;0;0;1;UNIV;consonante palatalizada
330;/kʲ/;K_PAL;CONSONANTE;palatalizada;0;0;0;1;UNIV;consonante palatalizada
331;/gʲ/;G_PAL;CONSONANTE;palatalizada;0;0;0;1;UNIV;consonante palatalizada

332;/tʷ/;T_LAB;CONSONANTE;labializada;0;0;0;1;UNIV;consonante labializada
333;/kʷ/;K_LAB;CONSONANTE;labializada;0;0;0;1;UNIV;consonante labializada
334;/gʷ/;G_LAB;CONSONANTE;labializada;0;0;0;1;UNIV;consonante labializada

335;/ʘ/;CLICK_BILAB;CONSONANTE;clic-bilabial;0;0;0;1;UNIV;clic bilabial
336;/ǀ/;CLICK_DENT;CONSONANTE;clic-dental;0;0;0;1;UNIV;clic dental
337;/ǃ/;CLICK_ALV;CONSONANTE;clic-alveolar;0;0;0;1;UNIV;clic alveolar
338;/ǂ/;CLICK_PAL;CONSONANTE;clic-palatal;0;0;0;1;UNIV;clic palatal
339;/ǁ/;CLICK_LAT;CONSONANTE;clic-lateral;0;0;0;1;UNIV;clic lateral

340;/ʞ/;K_INV;CONSONANTE;velar-invertida;0;0;0;1;UNIV;consonante velar invertida
341;/ʢ̥/;EPIGLOT_S_S;CONSONANTE;epiglotal-sorda-intensa;0;0;0;1;UNIV;epiglotal sorda intensa
342;/ʡ̬/;EPIGLOT_STOP_V;CONSONANTE;epiglotal-sonora;0;0;0;1;UNIV;oclusiva epiglotal sonora

343;/ɧ/;SJ;CONSONANTE;fricativa-coarticulada;0;0;0;1;SV;fricativa sueca coarticulada
344;/ʜ̥/;EPIGLOT_S_SUP;CONSONANTE;epiglotal-sorda-fuerte;0;0;0;1;UNIV;epiglotal sorda fuerte

345;/ɺ/;R_LAT_TAP;CONSONANTE;tap-lateral;0;0;0;1;UNIV;tap lateral
346;/ɧ̬/;SJ_V;CONSONANTE;fricativa-coarticulada-sonora;0;0;0;1;UNIV;fricativa coarticulada sonora

347;/ʍ/;W_S;CONSONANTE;aproximante-labiovelar-sorda;0;0;0;1;EN;aproximante labiovelar sorda
348;/ɥ̊/;H_S;CONSONANTE;aproximante-labial-palatal-sorda;0;0;0;1;UNIV;aproximante labial-palatal sorda

349;/ɰ/;M_AP;CONSONANTE;aproximante-velar;0;0;0;1;UNIV;aproximante velar
350;/ʢ̬/;EPIGLOT_V_SUP;CONSONANTE;epiglotal-sonora-fuerte;0;0;0;1;UNIV;epiglotal sonora fuerte

351;/ʡʼ/;EPIGLOT_EJ;CONSONANTE;epiglotal-ejectiva;0;0;0;1;UNIV;epiglotal ejectiva
352;/ɓ̥/;B_IMPL_S;CONSONANTE;implosiva-bilabial-sorda;0;0;0;1;UNIV;implosiva bilabial sorda
353;/ɗ̥/;D_IMPL_S;CONSONANTE;implosiva-dental-sorda;0;0;0;1;UNIV;implosiva dental sorda

354;/ɠ̥/;G_IMPL_S;CONSONANTE;implosiva-velar-sorda;0;0;0;1;UNIV;implosiva velar sorda
355;/ʛ̥/;G_UV_IMPL_S;CONSONANTE;implosiva-uvular-sorda;0;0;0;1;UNIV;implosiva uvular sorda

356;/ʘ̬/;CLICK_BILAB_V;CONSONANTE;clic-bilabial-sonoro;0;0;0;1;UNIV;clic bilabial sonoro
357;/ǀ̬/;CLICK_DENT_V;CONSONANTE;clic-dental-sonoro;0;0;0;1;UNIV;clic dental sonoro
358;/ǃ̬/;CLICK_ALV_V;CONSONANTE;clic-alveolar-sonoro;0;0;0;1;UNIV;clic alveolar sonoro
359;/ǂ̬/;CLICK_PAL_V;CONSONANTE;clic-palatal-sonoro;0;0;0;1;UNIV;clic palatal sonoro
360;/ǁ̬/;CLICK_LAT_V;CONSONANTE;clic-lateral-sonoro;0;0;0;1;UNIV;clic lateral sonoro

361;/ʘʼ/;CLICK_BILAB_EJ;CONSONANTE;clic-bilabial-ejectivo;0;0;0;1;UNIV;clic bilabial ejectivo
362;/ǀʼ/;CLICK_DENT_EJ;CONSONANTE;clic-dental-ejectivo;0;0;0;1;UNIV;clic dental ejectivo
363;/ǃʼ/;CLICK_ALV_EJ;CONSONANTE;clic-alveolar-ejectivo;0;0;0;1;UNIV;clic alveolar ejectivo
364;/ǂʼ/;CLICK_PAL_EJ;CONSONANTE;clic-palatal-ejectivo;0;0;0;1;UNIV;clic palatal ejectivo
365;/ǁʼ/;CLICK_LAT_EJ;CONSONANTE;clic-lateral-ejectivo;0;0;0;1;UNIV;clic lateral ejectivo

366;/ʡ͡ʢ/;EPIGLOT_COART;CONSONANTE;coarticulada-epiglotal;0;0;0;1;UNIV;coarticulada epiglotal
367;/ʜ͡ħ/;PHAR_COART;CONSONANTE;coarticulada-faringea;0;0;0;1;UNIV;coarticulada faríngea
368;/ɧ͡x/;SJ_X;CONSONANTE;coarticulada-velar;0;0;0;1;UNIV;coarticulada velar
369;/ʢ͡ʡ/;EPIGLOT_REV;CONSONANTE;epiglotal-invertida;0;0;0;1;UNIV;epiglotal invertida

380;/ː/;LENGTH;AUX;alargamiento;0;0;0;0;UNIV;marca de alargamiento
381;/ˑ/;HALF_LENGTH;AUX;semialargamiento;0;0;0;0;UNIV;marca de semialargamiento
382;/˞/;RHOTIC;AUX;rhotizacion;0;0;0;0;EN;marca de róticidad
383;/ˤ/;PHAR;AUX;faringealizacion;0;0;0;0;UNIV;marca de faringealización
384;/ˠ/;VEL;AUX;velarizacion;0;0;0;0;UNIV;marca de velarización
385;/ʷ/;LAB;AUX;labializacion;0;0;0;0;UNIV;marca de labialización
386;/ʲ/;PAL;AUX;palatalizacion;0;0;0;0;UNIV;marca de palatalización
387;/ˠ̞/;VEL_LOW;AUX;velarizacion-baja;0;0;0;0;UNIV;velarización con descenso
388;/ˠ̝/;VEL_HIGH;AUX;velarizacion-alta;0;0;0;0;UNIV;velarización con elevación

389;/ˈ/;STRESS1;AUX;acento-primario;0;0;0;0;UNIV;acento primario
390;/ˌ/;STRESS2;AUX;acento-secundario;0;0;0;0;UNIV;acento secundario

391;/|/;BOUND1;AUX;frontera-menor;0;0;0;0;UNIV;frontera prosódica menor
392;/‖/;BOUND2;AUX;frontera-mayor;0;0;0;0;UNIV;frontera prosódica mayor
393;/‿/;LIAISON;AUX;ligadura;0;0;0;0;UNIV;ligadura fonética
394;/͡/;TIE;AUX;coarticulacion;0;0;0;0;UNIV;marca de coarticulación
395;/͜/;TIE_LOW;AUX;coarticulacion-baja;0;0;0;0;UNIV;coarticulación baja

396;/ː̥/;LENGTH_DEVOIC;AUX;alargamiento-ensordecido;0;0;0;0;UNIV;alargamiento con ensordecimiento
397;/ː̬/;LENGTH_VOIC;AUX;alargamiento-sonorizado;0;0;0;0;UNIV;alargamiento con sonorización

398;/˞̥/;RHOTIC_S;AUX;rhotico-sordo;0;0;0;0;UNIV;rótico ensordecido
399;/˞̬/;RHOTIC_V;AUX;rhotico-sonoro;0;0;0;0;UNIV;rótico sonorizado

400;/ˠ̥/;VEL_S;AUX;velarizado-sordo;0;0;0;0;UNIV;velarización sorda
401;/ˠ̬/;VEL_V;AUX;velarizado-sonoro;0;0;0;0;UNIV;velarización sonora

402;/ˤ̥/;PHAR_S;AUX;faringealizado-sordo;0;0;0;0;UNIV;faringealización sorda
403;/ˤ̬/;PHAR_V;AUX;faringealizado-sonoro;0;0;0;0;UNIV;faringealización sonora

404;/ˠ̰/;VEL_CREAKY;AUX;velarizado-creaky;0;0;0;0;UNIV;velarización con voz creaky
405;/ˠ̤/;VEL_BREATHY;AUX;velarizado-breathy;0;0;0;0;UNIV;velarización con voz soplada

406;/˞̰/;RHOTIC_CREAKY;AUX;rhotico-creaky;0;0;0;0;UNIV;rótico con voz creaky
407;/˞̤/;RHOTIC_BREATHY;AUX;rhotico-breathy;0;0;0;0;UNIV;rótico con voz soplada

408;/ː̩/;LENGTH_SYLL;AUX;alargamiento-silabico;0;0;0;0;UNIV;alargamiento silábico
409;/ː̯/;LENGTH_NON_SYLL;AUX;alargamiento-no-silabico;0;0;0;0;UNIV;alargamiento no silábico

410;/ˠ̚/;VEL_NO_RELEASE;AUX;velarizado-sin-liberacion;0;0;0;0;UNIV;velarización sin liberación
411;/ˤ̚/;PHAR_NO_RELEASE;AUX;faringealizado-sin-liberacion;0;0;0;0;UNIV;faringealización sin liberación

412;/ˠ̟/;VEL_ADV;AUX;velarizado-avanzado;0;0;0;0;UNIV;velarización avanzada
413;/ˠ̠/;VEL_RET;AUX;velarizado-retraido;0;0;0;0;UNIV;velarización retraída

414;/ˤ̟/;PHAR_ADV;AUX;faringealizado-avanzado;0;0;0;0;UNIV;faringealización avanzada
415;/ˤ̠/;PHAR_RET;AUX;faringealizado-retraido;0;0;0;0;UNIV;faringealización retraída

416;/˞̟/;RHOTIC_ADV;AUX;rhotico-avanzado;0;0;0;0;UNIV;rótico avanzado
417;/˞̠/;RHOTIC_RET;AUX;rhotico-retraido;0;0;0;0;UNIV;rótico retraído

418;/ː͡/;LENGTH_TIE;AUX;alargamiento-coarticulado;0;0;0;0;UNIV;alargamiento coarticulado
419;/˞͡/;RHOTIC_TIE;AUX;rhotico-coarticulado;0;0;0;0;UNIV;rótico coarticulado

430;/#/;BOUND_START;CONTROL;inicio-segmento;0;0;0;0;UNIV;marca de inicio de segmento
431;/$/;BOUND_END;CONTROL;fin-segmento;0;0;0;0;UNIV;marca de fin de segmento
432;/^/;ANCHOR_L;CONTROL;anclaje-inicial;0;0;0;0;UNIV;anclaje inicial
433;/$/;ANCHOR_R;CONTROL;anclaje-final;0;0;0;0;UNIV;anclaje final

434;/=/;EQ;CONTROL;igualacion;0;0;0;0;UNIV;marca de igualación
435;/~/;TILDE;CONTROL;aproximacion;0;0;0;0;UNIV;marca de aproximación
436;/…/;ELLIPSIS;CONTROL;continuidad;0;0;0;0;UNIV;continuidad fonética
437;/∅/;NULL;CONTROL;segmento-nulo;0;0;0;0;UNIV;segmento nulo
438;/Ø/;NULL_ALT;CONTROL;segmento-nulo-alt;0;0;0;0;UNIV;segmento nulo alternativo

439;/×/;MULT;CONTROL;multiplicacion;0;0;0;0;UNIV;marca de multiplicación
440;/÷/;DIV;CONTROL;division;0;0;0;0;UNIV;marca de división
441;/±/;PLUSMIN;CONTROL;variacion;0;0;0;0;UNIV;marca de variación
442;/∓/;MINPLUS;CONTROL;variacion-inversa;0;0;0;0;UNIV;marca de variación inversa

443;/→/;ARROW_R;CONTROL;flecha-derecha;0;0;0;0;UNIV;flecha derecha
444;/←/;ARROW_L;CONTROL;flecha-izquierda;0;0;0;0;UNIV;flecha izquierda
445;/↔/;ARROW_BI;CONTROL;flecha-bidireccional;0;0;0;0;UNIV;flecha bidireccional
446;/⇒/;ARROW_IMP;CONTROL;implicacion;0;0;0;0;UNIV;marca de implicación
447;/⇔/;ARROW_EQ;CONTROL;equivalencia;0;0;0;0;UNIV;marca de equivalencia

448;/|/;PIPE;CONTROL;separador;0;0;0;0;UNIV;separador vertical
449;/||/;PIPE2;CONTROL;separador-doble;0;0;0;0;UNIV;separador doble
450;/‖/;PARALLEL;CONTROL;paralelo;0;0;0;0;UNIV;marca paralela

451;/_/;UNDERSCORE;CONTROL;subrayado;0;0;0;0;UNIV;marca de subrayado
452;/__/;UNDERSCORE2;CONTROL;subrayado-doble;0;0;0;0;UNIV;subrayado doble
453;/—/;EMDASH;CONTROL;guion-largo;0;0;0;0;UNIV;guion largo
454;/–/;ENDASH;CONTROL;guion-medio;0;0;0;0;UNIV;guion medio

455;/·/;MIDDOT;CONTROL;punto-medio;0;0;0;0;UNIV;punto medio
456;/•/;BULLET;CONTROL;viñeta;0;0;0;0;UNIV;viñeta
457;/▪/;BULLET_S;CONTROL;viñeta-solida;0;0;0;0;UNIV;viñeta sólida
458;/▫/;BULLET_H;CONTROL;viñeta-hueca;0;0;0;0;UNIV;viñeta hueca

459;/※/;REF_MARK;CONTROL;marca-referencia;0;0;0;0;UNIV;marca de referencia
460;/†/;DAGGER;CONTROL;daga;0;0;0;0;UNIV;marca de nota
461;/‡/;DAGGER2;CONTROL;daga-doble;0;0;0;0;UNIV;marca de nota doble

462;/§/;SECTION;CONTROL;seccion;0;0;0;0;UNIV;marca de sección
463;/¶/;PARAGRAPH;CONTROL;parrafo;0;0;0;0;UNIV;marca de párrafo

464;/⟨/;ANGLE_L;CONTROL;angulo-izquierdo;0;0;0;0;UNIV;delimitador izquierdo
465;/⟩/;ANGLE_R;CONTROL;angulo-derecho;0;0;0;0;UNIV;delimitador derecho
466;/«/;GUILLEM_L;CONTROL;comilla-lat-izq;0;0;0;0;UNIV;comilla latina izquierda
467;/»/;GUILLEM_R;CONTROL;comilla-lat-der;0;0;0;0;UNIV;comilla latina derecha

468;/⟦/;BRACKET_DBL_L;CONTROL;corchete-doble-izq;0;0;0;0;UNIV;corchete doble izquierdo
469;/⟧/;BRACKET_DBL_R;CONTROL;corchete-doble-der;0;0;0;0;UNIV;corchete doble derecho

